machine_category,category_data_note,name,abrasive_flow_rate_kg_min,annual_maintenance_factor_pct,avg_utilization,bed_height_mm,bed_length_mm,bed_width_mm,bend_cycle_time_s,const_coeff_cycle_time,const_coeff_handling_time,csink_tool_avg_cost_usd,cut_speed_s,data_source,de_nesting_method,description,direct_overhead_rate_usd_hr,footprint_allowance_factor,form_tool_avg_cost_usd,good_part_yield,indirect_overhead_rate_usd_hr,installation_factor_pct,is_preferred,labor_rate_usd_hr,labor_time_standard,machine_length_mm,machine_life_yr,machine_manufacturer_location,machine_power_kw,machine_price_usd,machine_uptime_pct,machine_width_mm,mass_coeff_cycle_time,mass_coeff_handling_time_s_kg,max_bend_length_mm,max_form_depth_mm,max_multi_pass_thickness_mm,max_part_length_mm,max_part_width_mm,max_punch_size_mm,max_radius_to_thickness_ratio,max_rpm_rev_min,max_sheet_length_mm,max_sheet_width_mm,max_single_pass_thickness_mm,max_thickness_1_mm,max_thickness_2_mm,max_thickness_3_mm,max_thickness_4_mm,max_thickness_5_mm,max_thickness_aluminum_mm,max_thickness_brass_mm,max_thickness_copper_mm,max_thickness_stainless_steel_mm,max_thickness_steel_mm,max_tool_overlap_mm,min_multi_pass_diameter_mm,min_single_pass_diameter_mm,mixing_tube_diameter_mm,nibble_rate_cycles_min,nibble_tool_diameter_mm,nibble_tool_overlap_mm,nominal_sheet_size_length_mm,nominal_sheet_size_width_mm,note,nozzle_delay_s,number_of_heads,number_of_nozzles,number_of_operators,number_of_tool_stations,optimization_factor,orifice_diameter_mm,overhead_multiplier,paired_form_threshold_mm,perf_tool_avg_cost_usd,perforation_proximity_threshold_mm,perimeter_allowance_s_per_mm,pitch_margin_mm,power_watts,prebend_time_s,press_cycle_time_s,press_force_kn,press_table_length_mm,press_table_width_mm,pressure_n_mm2,punch_rate_cycles_min,rapid_traverse_rate_mm_min,reference_yield_strength_mpa,roll_width_mm,roll_working_length_mm,rolling_speed_mm_s,salvage_value_factor_pct,scrap_cuts_per_sheet,setup_time_hr,sheet_length_mm,sheet_length_trim_strip_mm,sheet_width_mm,sheet_width_trim_strip_mm,shut_height_mm,shuttle_time_s,side_margin_mm,small_feature_feed_radius_mm,small_feature_thickness_ratio,special_hole_tool_avg_cost_usd,special_tool_setup_hr,steel_thickness_mm,straight_length_1_mm,straight_length_2_mm,straight_length_3_mm,straight_length_4_mm,straight_length_5_mm,strokes_per_min,supplies_cost_usd_yr,tool_change_time_s,top_roll_diameter_mm,trim_strip_width_mm,wage_grade_name,weight_kg,work_center_labor_rate_factor
Laser Cutting Machine,,Laser Cutter - 3000 Watts,,5.0,0.73,,6000.0,3000.0,,,,,,,,,71.73,2.0,,1.0,20.59,20.0,TRUE,36.3,1.63,7600.0,10,Virtual,5.0,300000.0,80.0,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,3000.0,,,,,,,,170000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Laser Cutter - 4000 Watts,,5.0,0.73,,4000.0,2000.0,,,,,,,,,37.85,2.0,,1.0,18.69,20.0,TRUE,36.3,1.63,10000.0,10,Virtual,7.0,600000.0,80.0,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,4000.0,,,,,,,,125000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Laser Cutter - 6000 Watts,,5.0,0.73,,4000.0,2000.0,,,,,,,,,46.7,2.0,,1.0,23.08,20.0,TRUE,36.3,1.63,10000.0,10,Virtual,8.0,750000.0,80.0,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,6000.0,,,,,,,,42000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Laser Cutter - 8000 Watts,,5.0,0.73,,3000.0,1500.0,,,,,,,,,15.13,2.0,,1.0,15.0,20.0,TRUE,36.3,1.63,9950.0,10,Virtual,60.5,850000.0,80.0,4600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,8000.0,,,,,,,,85000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Mitsubishi NX 6000,,5.0,0.73,,4000.0,1250.0,,,,,,,,,37.82,2.0,,1.0,24.15,20.0,FALSE,36.3,1.63,,10,Japan,,750000.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Machine Length/Width/Power(kW) and Rapid Traverse Rate were not visible in the provided screenshots (row appears to have been cut off from the Bottom-Up-Overhead and Time/Rates tables). Bed length/width and all other fields confirmed from source.,,1,,1.0,,,,0.0,,,,,,6000.0,,,,,,,,,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Quattro,,5.0,0.73,,1250.0,1250.0,,,,,,,,,24.13,2.0,,1.0,21.0,20.0,FALSE,36.3,1.63,2905.0,10,Japan,28.0,180000.0,80.0,2358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,2000.0,,,,,,,,60000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Trumatic L 4030 - 4000,,5.0,0.73,,4000.0,2000.0,,,,,,,,,24.43,2.0,,1.0,21.54,20.0,FALSE,36.3,1.63,7098.79,10,USA,39.5,500000.0,80.0,5903.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,4000.0,,,,,,,,85000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Trumatic TLF 2700,,5.0,0.73,,6096.0,3048.0,,,,,,,,,69.75,2.0,,1.0,21.66,20.0,FALSE,36.3,1.63,11600.69,10,USA,50.0,300000.0,80.0,5199.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,2700.0,,,,,,,,300000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Trumatic TTLF 3200,,5.0,0.73,,4000.0,2000.0,,,,,,,,,60.6,2.0,,1.0,21.66,20.0,FALSE,36.3,1.63,9799.32,10,USA,41.5,300000.0,80.0,4599.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,3200.0,,,,,,,,300000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Trumpf True Laser 5030 - Truflow 10kW,,5.0,0.73,,3000.0,1500.0,,,,,,,,,76.4,2.0,,1.0,21.66,20.0,FALSE,36.3,1.63,9950.0,10,Germany,125.0,950000.0,80.0,4600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,10000.0,,,,,,,,300000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Laser Cutting Machine,,Trumpf True Laser 5030 - Truflow 8kW,,5.0,0.73,,3000.0,1500.0,,,,,,,,,65.81,2.0,,1.0,21.66,20.0,FALSE,36.3,1.63,9950.0,10,Germany,95.0,850000.0,80.0,4600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,0.0,,,,,,8000.0,,,,,,,,300000.0,,,,,0.0,3.0,0.08,10.0,,10.0,,,18.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,
Fiber Laser Cutting Machine,,Amada ENSIS-3015 AJ 6kW Fiber,,5.0,0.73,,3070.0,1550.0,,,,,,,Shuttle table,,53.26,1.0,,1.0,16.3,20.0,FALSE,36.3,1.0,10136.0,10,Japan,40.0,780000.0,80.0,2840.0,,,,,,,,,,,,,,25.0,25.0,25.0,12.0,15.0,,,,,,,,,,,,,3048.0,1524.0,,,1,,1.0,,,,0.0,,,,,,6000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,30.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Amada ENSIS-4020 AJ 6kW Fiber,,5.0,0.73,,4070.0,2050.0,,,,,,,Shuttle table,,60.53,1.0,,1.0,17.31,20.0,FALSE,36.3,1.0,12111.0,10,Japan,40.0,900000.0,80.0,3360.0,,,,,,,,,,,,,,25.0,25.0,15.0,15.0,15.0,,,,,,,,,,,,,4048.0,2024.0,,,1,,1.0,,,,0.0,,,,,,6000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,30.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Amada FOL-3015 AJ 4kW Fiber,,5.0,0.73,,3070.0,1550.0,,,,,,,Shuttle table,,37.89,1.0,,1.0,16.19,20.0,FALSE,36.3,1.0,9205.0,10,Japan,56.04,486000.0,80.0,2990.0,,,,,,,,,,,,,,22.0,18.0,16.0,8.0,8.0,,,,,,,,,,,,,3048.0,1524.0,,,1,,1.0,,,,0.0,,,,,,4000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,30.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Amada LCG-3015 AJ 6kW Fiber,,5.0,0.73,,3070.0,1550.0,,,,,,,Shuttle table,,52.78,1.0,,1.0,16.3,20.0,FALSE,36.3,1.0,10136.0,10,Japan,114.5,586000.0,80.0,2840.0,,,,,,,,,,,,,,25.0,25.0,25.0,12.0,15.0,,,,,,,,,,,,,3048.0,1524.0,,,1,,1.0,,,,0.0,,,,,,6000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,30.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Bystronic BySprint 4020 3kW Fiber,,5.0,0.8,,4064.0,2024.0,,,,,,,Shuttle table,,33.7,1.0,,1.0,21.65,20.0,FALSE,36.3,1.0,13700.0,10,Switzerland,22.7,500000.0,80.0,6670.0,,,,,,,,,,,,,,20.0,12.0,12.0,6.0,6.0,,,,,,,,,,,,,4000.0,2000.0,,,1,,1.0,,,,0.0,,,,,,3000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Bystronic BySprint 4020 6kW Fiber,,5.0,0.8,,4064.0,2024.0,,,,,,,Shuttle table,,44.09,1.0,,1.0,21.65,20.0,FALSE,36.3,1.0,13700.0,10,Switzerland,31.4,650000.0,80.0,6670.0,,,,,,,,,,,,,,25.0,30.0,30.0,12.0,15.0,,,,,,,,,,,,,4000.0,2000.0,,,1,,1.0,,,,0.0,,,,,,6000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Bystronic BySprint 6520 6kW Fiber,,5.0,0.8,,6614.0,2024.0,,,,,,,Shuttle table,,50.15,1.0,,1.0,24.9,20.0,FALSE,36.3,1.0,19400.0,10,Switzerland,31.4,750000.0,80.0,6670.0,,,,,,,,,,,,,,25.0,30.0,30.0,12.0,15.0,,,,,,,,,,,,,6500.0,2000.0,,,1,,1.0,,,,0.0,,,,,,6000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Bystronic Bystar 3015 10kW Fiber,,5.0,0.8,,3100.0,1580.0,,,,,,,Shuttle table,,60.69,1.0,,1.0,19.63,20.0,FALSE,36.3,1.0,11900.0,10,Switzerland,46.7,886000.0,80.0,5700.0,,,,,,,,,,,,,,25.0,30.0,30.0,12.0,15.0,,,,,,,,,,,,,3000.0,1500.0,,,1,,1.0,,,,0.0,,,,,,10000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Durma HD-F 3015 10kW Fiber,,5.0,0.8,,3060.0,1530.0,,,,,,,Shuttle table,,44.28,1.0,,1.0,19.54,20.0,FALSE,36.3,1.0,10750.0,10,Turkey,46.7,614980.0,80.0,6210.0,,,,,,,,,,,,,,30.0,20.0,25.0,15.0,20.0,,,,,,,,,,,,,3048.0,1524.0,,,1,,1.0,,,,0.0,,,,,,10000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,27.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Durma HD-F 3015 4kW Fiber,,5.0,0.8,,3060.0,1530.0,,,,,,,Shuttle table,,27.15,1.0,,1.0,19.54,20.0,FALSE,36.3,1.0,10750.0,10,Turkey,33.0,366180.0,80.0,6210.0,,,,,,,,,,,,,,20.0,10.0,12.0,6.0,10.0,,,,,,,,,,,,,3048.0,1524.0,,,1,,1.0,,,,0.0,,,,,,4000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,27.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Durma HD-F 3015 6kW Fiber,,5.0,0.8,,3060.0,1530.0,,,,,,,Shuttle table,,31.49,1.0,,1.0,19.54,20.0,FALSE,36.3,1.0,10750.0,10,Turkey,40.0,420275.0,80.0,6210.0,,,,,,,,,,,,,,20.0,10.0,10.0,6.0,10.0,,,,,,,,,,,,,3048.0,1524.0,,,1,,1.0,,,,0.0,,,,,,6000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,27.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Durma HD-F 3015 8kW Fiber,,5.0,0.8,,3060.0,1530.0,,,,,,,Shuttle table,,39.41,1.0,,1.0,19.54,20.0,FALSE,36.3,1.0,10750.0,10,Turkey,41.2,548110.0,80.0,6210.0,,,,,,,,,,,,,,25.0,15.0,20.0,12.0,14.0,,,,,,,,,,,,,3048.0,1524.0,,,1,,1.0,,,,0.0,,,,,,8000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,27.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Laser Cutter - 10kW Fiber,,5.0,0.8,,3060.0,1530.0,,,,,,,Shuttle table,,61.54,1.0,,1.0,19.57,20.0,TRUE,36.3,1.0,10980.0,10,Virtual,46.7,900000.0,80.0,6110.0,,,,,,,,,,,,,,30.0,40.0,35.0,12.0,16.0,,,,,,,,,,,,,3048.0,1524.0,,,1,,1.0,,,,0.0,,,,,,10000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Laser Cutter - 3kW Fiber,,5.0,0.8,,3060.0,1530.0,,,,,,,Shuttle table,,27.64,1.0,,1.0,19.57,20.0,TRUE,36.3,1.0,10980.0,10,Virtual,22.7,400000.0,80.0,6110.0,,,,,,,,,,,,,,22.0,12.0,12.0,4.0,8.0,,,,,,,,,,,,,3048.0,1524.0,,,1,,1.0,,,,0.0,,,,,,3000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Laser Cutter - 4kW Fiber,,5.0,0.8,,3060.0,1530.0,,,,,,,Shuttle table,,35.25,1.0,,1.0,19.57,20.0,TRUE,36.3,1.0,10980.0,10,Virtual,33.0,500000.0,80.0,6110.0,,,,,,,,,,,,,,25.0,14.0,16.0,6.0,10.0,,,,,,,,,,,,,3048.0,1524.0,,,1,,1.0,,,,0.0,,,,,,4000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Laser Cutter - 6kW Fiber,,5.0,0.8,,3060.0,1530.0,,,,,,,Shuttle table,,41.72,1.0,,1.0,19.57,20.0,TRUE,36.3,1.0,10980.0,10,Virtual,35.7,600000.0,80.0,6110.0,,,,,,,,,,,,,,25.0,20.0,20.0,8.0,12.0,,,,,,,,,,,,,3048.0,1524.0,,,1,,1.0,,,,0.0,,,,,,6000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Laser Cutter - 8kW Fiber,,5.0,0.8,,3060.0,1530.0,,,,,,,Shuttle table,,48.6,1.0,,1.0,19.57,20.0,TRUE,36.3,1.0,10980.0,10,Virtual,41.2,700000.0,80.0,6110.0,,,,,,,,,,,,,,25.0,30.0,25.0,10.0,16.0,,,,,,,,,,,,,3048.0,1524.0,,,1,,1.0,,,,0.0,,,,,,8000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Mitsubishi 800 Series 3015 eX-F10 10kW Fiber,,5.0,0.8,,3050.0,1525.0,,,,,,,Shuttle table,,52.91,1.0,,1.0,16.45,20.0,FALSE,36.3,1.0,10375.9,10,Japan,46.7,757490.0,80.0,2951.48,,,,,,,,,,,,,,25.0,25.0,25.0,10.0,15.0,,,,,,,,,,,,,3000.0,1500.0,,,1,,1.0,,,,0.0,,,,,,10000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Mitsubishi 800 Series 3015 eX-F8 8kW Fiber,,5.0,0.8,,3050.0,1525.0,,,,,,,Shuttle table,,47.7,1.0,,1.0,16.45,20.0,FALSE,36.3,1.0,10375.9,10,Japan,41.2,685180.0,80.0,2951.48,,,,,,,,,,,,,,25.0,25.0,25.0,8.0,12.0,,,,,,,,,,,,,3000.0,1500.0,,,1,,1.0,,,,0.0,,,,,,8000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Mitsubishi 800 Series 3015 eXZ-F60 6kW Fiber,,5.0,0.8,,3050.0,1525.0,,,,,,,Shuttle table,,38.74,1.0,,1.0,16.45,20.0,FALSE,36.3,1.0,10375.9,10,Japan,35.7,550900.0,80.0,2951.48,,,,,,,,,,,,,,20.0,12.0,12.0,8.0,12.0,,,,,,,,,,,,,3000.0,1500.0,,,1,,1.0,,,,0.0,,,,,,6000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Mitsubishi ML 3015 sR-F30 3kW Fiber,,5.0,0.8,,4064.0,1524.0,,,,,,,Shuttle table,,29.23,1.0,,1.0,16.59,20.0,FALSE,36.3,1.0,10312.4,10,Japan,22.7,426260.0,80.0,3129.28,,,,,,,,,,,,,,20.0,12.0,10.0,8.0,5.0,,,,,,,,,,,,,4000.0,2000.0,,,1,,1.0,,,,0.0,,,,,,3000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Salvagnini L3-30 2kW Fiber,,5.0,0.8,,3050.0,1525.0,,,,,,,Shuttle table,,20.88,1.0,,1.0,17.81,20.0,FALSE,36.3,1.0,7620.0,10,Italy,18.0,300000.0,80.0,6096.0,,,,,,,,,,,,,,15.0,10.0,8.0,5.0,5.0,,,,,,,,,,,,,3000.0,1500.0,,,1,,1.0,,,,0.0,,,,,,2000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Salvagnini L3-40 3kW Fiber,,5.0,0.8,,3048.0,1524.0,,,,,,,Shuttle table,,30.56,1.0,,1.0,17.81,20.0,FALSE,36.3,1.0,7620.0,10,Italy,18.0,450000.0,80.0,6096.0,,,,,,,,,,,,,,20.0,12.0,10.0,8.0,5.0,,,,,,,,,,,,,3000.0,1500.0,,,1,,1.0,,,,0.0,,,,,,4000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Trumpf TruLaser 1030 TruDisk 3001 3kW Fiber,,5.0,0.8,,4064.0,1524.0,,,,,,,Shuttle table,,29.95,1.0,,1.0,15.7,20.0,FALSE,36.3,1.0,7800.0,10,Germany,22.7,438100.0,80.0,2800.0,,,,,,,,,,,,,,20.0,16.0,10.0,4.0,4.0,,,,,,,,,,,,,4000.0,2000.0,,,1,,1.0,,,,0.0,,,,,,3000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Trumpf TruLaser 3030 6kW Fiber,,5.0,0.8,,3050.0,1525.0,,,,,,,Shuttle table,,50.19,1.0,,1.0,17.45,20.0,FALSE,36.3,1.0,8813.8,10,Germany,35.7,740000.0,80.0,4800.6,,,,,,,,,,,,,,25.0,16.0,10.0,4.0,4.0,,,,,,,,,,,,,3000.0,1500.0,,,1,,1.0,,,,0.0,,,,,,6000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Fiber Laser Cutting Machine,,Trumpf TruLaser 5030 10kW Fiber,,5.0,0.8,,3050.0,1525.0,,,,,,,Shuttle table,,81.46,1.0,,1.0,17.45,20.0,FALSE,36.3,1.0,8813.8,10,Germany,46.7,1229180.0,80.0,4800.6,,,,,,,,,,,,,,30.0,40.0,30.0,16.0,12.0,,,,,,,,,,,,,3000.0,1500.0,,,1,,1.0,,,,0.0,,,,,,10000.0,,,,,,,,,,,,,0.0,3.0,0.08,,,,,,40.0,,5.0,0.0,,,,,,,,,,0.0,,,,,,1.0
Cut To Length Line (CTL),,"Cut To Length Line - 12mm Max Steel, 21mm Max Aluminum Thickness",,5.0,1.0,,,,,-3.69,-4.9,,25.0,,,,16.64,3.0,,1.0,49.59,20.0,TRUE,29.95,1.3,15240.0,10,Virtual,10.0,250000.0,80.0,9144.0,0.98,0.98,,,,,,,,,,,,,,,,,21.0,16.8,21.0,10.8,12.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,1829.0,,,0.0,,0.14,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Cut To Length Line (CTL),,"Cut To Length Line - 6mm Max Steel, 12mm Max Aluminum Thickness",,5.0,1.0,,,,,-3.69,-4.9,,25.0,,,,16.64,3.0,,1.0,49.59,20.0,TRUE,29.95,1.3,15240.0,10,Virtual,10.0,250000.0,80.0,9144.0,0.98,0.98,,,,,,,,,,,,,,,,,12.0,8.0,12.0,5.0,6.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,1829.0,,,0.0,,0.14,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Cut To Length Line (CTL),,Default CTL,,5.0,1.0,,,,,-3.69,-4.9,,25.0,,,,16.64,3.0,,1.0,49.59,20.0,FALSE,29.95,1.3,15240.0,10,USA,10.0,250000.0,80.0,9144.0,0.98,0.98,,,,,,,,,,,,,,,,,21.0,16.8,21.0,10.8,12.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,1829.0,,,0.0,,0.14,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Cut To Length Line (CTL),,GMV 102,,5.0,1.0,,,,,-3.69,-4.9,,25.0,,,,16.64,3.0,,1.0,49.59,20.0,FALSE,29.95,1.3,15240.0,10,USA,10.0,250000.0,80.0,9144.0,0.98,0.98,,,,,,,,,,,,,,,,,15.0,12.6,15.0,8.1,9.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,1829.0,,,0.0,,0.14,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Cut To Length Line (CTL),,Heller QLA- Profi,,5.0,1.0,,,,,-3.69,-4.9,,25.0,,,,16.64,3.0,,1.0,49.59,20.0,FALSE,29.95,1.3,15240.0,10,USA,10.0,250000.0,80.0,9144.0,0.98,0.98,,,,,,,,,,,,,,,,,3.5,2.8,3.5,1.8,2.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,2438.0,,,0.0,,0.14,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Cut To Length Line (CTL),,Heller QLA- Turbo10,,5.0,1.0,,,,,-3.69,-4.9,,25.0,,,,16.64,3.0,,1.0,49.59,20.0,FALSE,29.95,1.3,15240.0,10,USA,10.0,250000.0,80.0,9144.0,0.98,0.98,,,,,,,,,,,,,,,,,4.0,3.2,4.0,2.0,2.25,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,2438.0,,,0.0,,0.14,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Cut To Length Line (CTL),,Heller QLA- Turbo15,,5.0,1.0,,,,,-3.69,-4.9,,25.0,,,,16.64,3.0,,1.0,49.59,20.0,FALSE,29.95,1.3,15240.0,10,USA,10.0,250000.0,80.0,9144.0,0.98,0.98,,,,,,,,,,,,,,,,,3.0,2.5,3.0,1.6,1.75,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,1829.0,,,0.0,,0.14,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Cut To Length Line (CTL),,INTCOM .25 LINE,,5.0,1.0,,,,,-3.69,-4.9,,25.0,,,,16.64,3.0,,1.0,49.59,20.0,FALSE,29.95,1.3,15240.0,10,USA,10.0,250000.0,80.0,9144.0,0.98,0.98,,,,,,,,,,,,,,,,,12.0,8.4,12.0,5.4,6.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,1219.0,,,0.0,,0.14,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0
Deslag Machine,,Default Deslag,,5.0,1.0,,,,,,,,,,,,0.27,1.0,,1.0,13.88,20.0,TRUE,29.95,1.0,609.6,10,USA,1.58,500.0,80.0,914.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,0.01,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0
Deslag Machine,,Flex - L 1109 S,,5.0,1.0,,,,,,,,,,,,0.23,3.0,,1.0,13.98,20.0,FALSE,29.95,1.0,609.6,10,Germany,1.44,250.0,80.0,914.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,0.01,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0
